Shipment_ID,Order_ID,Container_No,Shipping_Date,Arrival_Date,Port,Destination_Country,Shipping_Cost,Delay_Days,Shipment_Status
SHIP02136,ORD00467,CONT23782,2024-02-21,2024-03-11,Tuticorin Port,UK,108105,8,In Transit
SHIP02137,ORD01447,CONT68098,2024-06-16,2024-07-31,Tuticorin Port,UK,148977,1,In Transit
SHIP02138,ORD00003,CONT22116,2025-03-30,2025-04-17,Tuticorin Port,UK,64723,1,In Transit
SHIP02139,ORD01154,CONT91571,2025-04-12,2025-05-01,Chennai Port,Vietnam,140923,0,In Transit
SHIP02140,ORD00609,CONT74358,2024-11-13,2024-12-06,Chennai Port,Japan,85197,0,In Transit
SHIP02141,ORD02848,CONT80358,2024-02-12,2024-03-08,Chennai Port,South Korea,95437,4,In Transit
SHIP02142,ORD00494,CONT30305,2025-06-10,2025-06-29,Chennai Port,Japan,43333,8,In Transit
SHIP02143,ORD02244,CONT68997,2025-08-02,2025-08-20,Chennai Port,South Korea,98908,10,In Transit
SHIP02144,ORD00619,CONT35483,2025-09-29,2025-10-31,Tuticorin Port,South Korea,140872,5,In Transit
SHIP02145,ORD02947,CONT57671,2025-09-03,2025-09-30,Chennai Port,UK,122244,2,Delivered
SHIP02146,ORD00676,CONT98069,2025-10-24,2025-11-15,Tuticorin Port,Japan,58460,8,In Transit
SHIP02147,ORD02401,CONT24108,2024-10-31,2024-11-16,Chennai Port,UK,92479,4,Delivered
SHIP02148,ORD00038,CONT83807,2025-02-11,2025-03-18,Tuticorin Port,Spain,108357,10,In Transit
SHIP02149,ORD01877,CONT68383,2024-01-24,2024-02-09,Chennai Port,France,72510,4,Delivered
SHIP02150,ORD01776,CONT79955,2025-05-12,2025-06-19,Tuticorin Port,Japan,70348,9,In Transit
SHIP02151,ORD01004,CONT75799,2025-05-08,2025-06-03,Tuticorin Port,USA,36261,4,Delivered
SHIP02152,ORD02706,CONT89495,2024-01-18,2024-02-16,Chennai Port,South Korea,56403,6,In Transit
SHIP02153,ORD01849,CONT28517,2024-07-30,2024-09-10,Chennai Port,USA,139846,2,In Transit
SHIP02154,ORD00647,CONT53854,2024-11-04,2024-11-27,Chennai Port,Italy,35057,8,Delivered
SHIP02155,ORD01293,CONT60595,2024-10-12,2024-11-25,Tuticorin Port,Italy,47966,3,In Transit
SHIP02156,ORD01192,CONT46235,2024-04-29,2024-05-18,Tuticorin Port,Germany,49269,4,Delivered
SHIP02157,ORD02982,CONT90291,2024-10-25,2024-12-09,Tuticorin Port,Germany,45565,7,In Transit
SHIP02158,ORD00156,CONT40703,2024-03-10,2024-04-16,Chennai Port,Italy,46333,0,In Transit
SHIP02159,ORD01800,CONT15355,2025-08-09,2025-09-06,Chennai Port,China,141562,1,In Transit
SHIP02160,ORD02117,CONT75719,2024-04-05,2024-05-07,Tuticorin Port,Japan,49531,3,Delivered
SHIP02161,ORD02163,CONT45505,2024-11-03,2024-11-30,Tuticorin Port,China,114775,7,In Transit
SHIP02162,ORD02722,CONT27168,2025-02-21,2025-03-21,Chennai Port,Germany,36148,5,In Transit
SHIP02163,ORD02945,CONT73292,2025-01-29,2025-02-28,Chennai Port,Italy,31899,9,In Transit
SHIP02164,ORD01783,CONT61239,2025-11-05,2025-11-22,Tuticorin Port,UK,114991,1,Delivered
SHIP02165,ORD01267,CONT21496,2025-10-04,2025-11-11,Tuticorin Port,UK,133150,8,Delivered
SHIP02166,ORD02949,CONT77380,2024-03-20,2024-04-13,Tuticorin Port,USA,77506,0,Delivered
SHIP02167,ORD00764,CONT24613,2025-03-22,2025-04-13,Tuticorin Port,Italy,141804,8,In Transit
SHIP02168,ORD00042,CONT24044,2025-05-17,2025-06-14,Tuticorin Port,France,128683,3,In Transit
SHIP02169,ORD02276,CONT94897,2024-01-14,2024-02-16,Chennai Port,Japan,86557,2,Delivered
SHIP02170,ORD01632,CONT94016,2024-06-20,2024-07-20,Chennai Port,Vietnam,62070,9,Delivered
SHIP02171,ORD01696,CONT24023,2025-04-26,2025-05-30,Tuticorin Port,Italy,48865,9,Delivered
SHIP02172,ORD01175,CONT66474,2024-02-29,2024-04-10,Tuticorin Port,Japan,118501,2,In Transit
SHIP02173,ORD01131,CONT35846,2025-06-23,2025-07-22,Tuticorin Port,South Korea,101044,10,Delivered
SHIP02174,ORD01824,CONT76031,2025-10-13,2025-11-27,Chennai Port,South Korea,54839,2,Delivered
SHIP02175,ORD01856,CONT94770,2024-02-17,2024-03-13,Tuticorin Port,Japan,85083,0,In Transit
SHIP02176,ORD00401,CONT73384,2024-01-19,2024-02-22,Chennai Port,Vietnam,36623,4,Delivered
SHIP02177,ORD02415,CONT42055,2024-12-07,2024-12-31,Tuticorin Port,Germany,124606,5,In Transit
SHIP02178,ORD01055,CONT56881,2024-05-16,2024-06-17,Chennai Port,South Korea,56622,1,In Transit
SHIP02179,ORD00138,CONT68184,2025-06-28,2025-08-12,Tuticorin Port,Vietnam,102112,10,Delivered
SHIP02180,ORD01276,CONT16604,2025-07-25,2025-09-02,Chennai Port,South Korea,145291,8,In Transit
SHIP02181,ORD01161,CONT73793,2024-09-15,2024-10-22,Tuticorin Port,Spain,141781,2,In Transit
SHIP02182,ORD00334,CONT64060,2024-08-13,2024-09-27,Chennai Port,France,130853,6,Delivered
SHIP02183,ORD00373,CONT61962,2024-04-13,2024-04-30,Chennai Port,South Korea,32504,3,Delivered
SHIP02184,ORD01234,CONT85676,2025-11-22,2025-12-28,Tuticorin Port,Spain,82921,1,Delivered
SHIP02185,ORD01345,CONT96888,2024-12-03,2024-12-26,Tuticorin Port,Japan,139871,8,In Transit
SHIP02186,ORD02000,CONT37983,2025-06-12,2025-07-27,Chennai Port,Japan,102727,10,Delivered
SHIP02187,ORD00303,CONT54532,2024-12-30,2025-01-14,Tuticorin Port,France,58135,7,Delivered
SHIP02188,ORD02968,CONT27225,2024-11-03,2024-11-28,Tuticorin Port,South Korea,140920,9,In Transit
SHIP02189,ORD02576,CONT49695,2024-01-29,2024-02-13,Chennai Port,South Korea,56668,5,In Transit
SHIP02190,ORD01219,CONT54632,2024-01-20,2024-02-08,Tuticorin Port,China,31980,5,In Transit
SHIP02191,ORD01006,CONT61885,2024-09-04,2024-09-29,Chennai Port,Italy,139001,10,Delivered
SHIP02192,ORD01815,CONT95164,2024-03-14,2024-04-16,Chennai Port,France,110623,1,In Transit
SHIP02193,ORD02947,CONT11548,2024-05-19,2024-06-14,Chennai Port,UK,36949,6,Delivered
SHIP02194,ORD02132,CONT15073,2024-05-09,2024-06-04,Tuticorin Port,China,107611,9,In Transit
SHIP02195,ORD00918,CONT95019,2024-05-12,2024-06-05,Chennai Port,UK,138096,9,Delivered
SHIP02196,ORD01198,CONT26035,2025-05-14,2025-06-12,Tuticorin Port,China,115258,6,In Transit
SHIP02197,ORD00843,CONT39540,2024-06-26,2024-07-30,Chennai Port,USA,58996,0,In Transit
SHIP02198,ORD01185,CONT15486,2025-07-18,2025-08-14,Tuticorin Port,Italy,116288,7,Delivered
SHIP02199,ORD02539,CONT27951,2025-11-12,2025-12-03,Chennai Port,Spain,96264,4,In Transit
SHIP02200,ORD02520,CONT66339,2024-08-13,2024-09-25,Tuticorin Port,Italy,126904,5,In Transit
SHIP02201,ORD00129,CONT30776,2024-03-29,2024-04-15,Chennai Port,Italy,37805,10,Delivered
SHIP02202,ORD00854,CONT21795,2025-01-17,2025-02-26,Tuticorin Port,South Korea,147716,2,In Transit
SHIP02203,ORD00158,CONT82422,2024-03-22,2024-04-29,Tuticorin Port,China,139941,2,Delivered
SHIP02204,ORD00016,CONT83740,2025-03-08,2025-03-30,Tuticorin Port,South Korea,34781,0,Delivered
SHIP02205,ORD02447,CONT89199,2024-05-11,2024-06-21,Chennai Port,South Korea,43651,4,Delivered
SHIP02206,ORD00009,CONT37114,2025-10-18,2025-11-29,Tuticorin Port,Japan,44125,7,In Transit
SHIP02207,ORD02697,CONT84724,2024-12-02,2025-01-16,Tuticorin Port,Germany,146668,9,In Transit
SHIP02208,ORD02828,CONT26908,2025-08-15,2025-09-14,Tuticorin Port,USA,87225,7,Delivered
SHIP02209,ORD00097,CONT86389,2025-08-27,2025-09-18,Tuticorin Port,Vietnam,84091,5,Delivered
SHIP02210,ORD00983,CONT14238,2024-03-20,2024-05-02,Chennai Port,UK,114378,2,In Transit
SHIP02211,ORD00806,CONT79995,2025-09-21,2025-11-05,Tuticorin Port,USA,115601,6,Delivered
SHIP02212,ORD00928,CONT18475,2025-05-28,2025-06-30,Tuticorin Port,Germany,79489,10,Delivered
SHIP02213,ORD02469,CONT60325,2024-01-01,2024-01-31,Tuticorin Port,South Korea,146907,3,In Transit
SHIP02214,ORD00351,CONT20279,2024-08-30,2024-09-16,Tuticorin Port,Germany,137045,2,Delivered
SHIP02215,ORD00908,CONT31469,2024-11-01,2024-12-02,Tuticorin Port,Germany,88934,8,Delivered
SHIP02216,ORD02802,CONT32727,2024-03-03,2024-03-28,Tuticorin Port,China,44805,3,In Transit
SHIP02217,ORD01247,CONT22282,2024-04-02,2024-04-18,Chennai Port,Spain,132137,7,In Transit
SHIP02218,ORD00916,CONT22363,2024-11-28,2024-12-25,Chennai Port,Japan,93282,4,In Transit
SHIP02219,ORD02306,CONT40341,2025-11-28,2026-01-06,Chennai Port,Spain,139396,2,In Transit
SHIP02220,ORD02913,CONT13628,2024-02-08,2024-03-07,Tuticorin Port,France,118908,10,In Transit
SHIP02221,ORD00948,CONT12976,2025-03-10,2025-03-30,Tuticorin Port,Italy,105971,5,In Transit
SHIP02222,ORD01616,CONT28980,2025-01-09,2025-02-03,Chennai Port,Italy,96127,1,Delivered
SHIP02223,ORD01524,CONT42961,2024-05-23,2024-07-04,Tuticorin Port,South Korea,104194,0,Delivered
SHIP02224,ORD02787,CONT23390,2024-12-17,2025-01-30,Chennai Port,Italy,91802,0,Delivered
SHIP02225,ORD02470,CONT46826,2024-06-09,2024-07-09,Tuticorin Port,Spain,55323,1,Delivered
SHIP02226,ORD02881,CONT51063,2024-09-08,2024-10-04,Chennai Port,Vietnam,97861,1,Delivered
SHIP02227,ORD00748,CONT82910,2025-11-14,2025-12-22,Chennai Port,Germany,63094,2,Delivered
SHIP02228,ORD00548,CONT83556,2024-06-16,2024-07-26,Tuticorin Port,France,98528,7,Delivered
SHIP02229,ORD02717,CONT44988,2025-07-24,2025-08-20,Chennai Port,France,80373,9,Delivered
SHIP02230,ORD00171,CONT63648,2024-08-15,2024-09-21,Chennai Port,China,47080,0,Delivered
SHIP02231,ORD00664,CONT27842,2024-04-01,2024-04-29,Chennai Port,France,71477,7,Delivered
SHIP02232,ORD00470,CONT26492,2025-11-15,2025-12-22,Tuticorin Port,Germany,143690,6,Delivered
SHIP02233,ORD02147,CONT74936,2025-07-15,2025-08-08,Chennai Port,France,149723,4,Delivered
SHIP02234,ORD01855,CONT66337,2024-06-30,2024-08-10,Tuticorin Port,Germany,72967,5,In Transit
SHIP02235,ORD00603,CONT40872,2025-07-23,2025-08-27,Tuticorin Port,UK,133420,8,Delivered
SHIP02236,ORD01132,CONT92730,2024-10-09,2024-11-19,Chennai Port,Italy,44871,7,In Transit
SHIP02237,ORD01533,CONT95128,2024-12-31,2025-01-23,Tuticorin Port,UK,48138,8,In Transit
SHIP02238,ORD00875,CONT55808,2024-03-08,2024-04-19,Chennai Port,France,149273,2,Delivered
SHIP02239,ORD01250,CONT13951,2025-03-30,2025-04-14,Chennai Port,South Korea,95717,3,In Transit
SHIP02240,ORD02151,CONT30629,2024-07-04,2024-08-02,Chennai Port,Japan,111902,2,In Transit
SHIP02241,ORD02602,CONT91791,2024-02-09,2024-03-09,Chennai Port,USA,111932,8,Delivered
SHIP02242,ORD00935,CONT58161,2025-06-17,2025-07-27,Tuticorin Port,South Korea,104859,2,Delivered
SHIP02243,ORD00819,CONT16278,2024-05-22,2024-06-12,Tuticorin Port,Germany,109558,4,Delivered
SHIP02244,ORD00042,CONT98248,2025-10-04,2025-10-26,Chennai Port,Japan,112006,1,In Transit
SHIP02245,ORD02926,CONT16958,2024-08-20,2024-09-23,Tuticorin Port,UK,61621,2,In Transit
SHIP02246,ORD00599,CONT57613,2024-03-08,2024-04-15,Tuticorin Port,Italy,36688,3,Delivered
SHIP02247,ORD00410,CONT37099,2024-01-06,2024-02-13,Chennai Port,USA,111481,5,In Transit
SHIP02248,ORD01620,CONT61654,2024-01-08,2024-01-29,Chennai Port,South Korea,49741,10,Delivered
SHIP02249,ORD00904,CONT76543,2025-03-24,2025-05-05,Tuticorin Port,USA,45611,9,Delivered
SHIP02250,ORD00772,CONT50384,2024-08-01,2024-08-17,Chennai Port,China,42243,8,Delivered
SHIP02251,ORD02889,CONT30408,2024-08-23,2024-10-04,Tuticorin Port,Japan,144149,2,Delivered
SHIP02252,ORD01994,CONT20262,2024-03-28,2024-05-12,Chennai Port,USA,70705,4,Delivered
SHIP02253,ORD00257,CONT50068,2024-06-10,2024-07-02,Tuticorin Port,UK,112691,4,In Transit
SHIP02254,ORD02588,CONT18856,2025-01-23,2025-03-04,Tuticorin Port,South Korea,88085,7,Delivered
SHIP02255,ORD01453,CONT30356,2024-08-29,2024-09-16,Tuticorin Port,France,115395,0,Delivered
SHIP02256,ORD00359,CONT65382,2025-01-02,2025-02-13,Chennai Port,UK,47229,4,In Transit
SHIP02257,ORD00133,CONT65497,2025-11-15,2025-12-21,Tuticorin Port,Spain,48335,1,In Transit
SHIP02258,ORD01960,CONT41785,2025-01-14,2025-02-01,Tuticorin Port,Vietnam,46498,7,Delivered
SHIP02259,ORD01459,CONT89340,2025-09-09,2025-10-24,Chennai Port,Germany,98092,3,In Transit
SHIP02260,ORD00719,CONT74213,2025-03-13,2025-03-31,Tuticorin Port,Spain,40969,0,Delivered
SHIP02261,ORD01213,CONT71873,2024-03-08,2024-04-02,Tuticorin Port,Germany,118631,1,In Transit
SHIP02262,ORD00496,CONT92521,2024-05-17,2024-06-10,Chennai Port,Vietnam,61359,5,In Transit
SHIP02263,ORD02389,CONT45782,2024-04-11,2024-04-30,Chennai Port,Germany,101227,1,Delivered
SHIP02264,ORD00919,CONT99149,2025-08-03,2025-08-28,Chennai Port,Germany,105906,7,Delivered
SHIP02265,ORD02367,CONT24302,2025-08-26,2025-09-18,Chennai Port,Japan,149306,6,In Transit
SHIP02266,ORD00423,CONT56545,2024-04-02,2024-05-03,Chennai Port,UK,35007,2,In Transit
SHIP02267,ORD02228,CONT86108,2024-09-15,2024-10-22,Chennai Port,France,73676,6,In Transit
SHIP02268,ORD00027,CONT22772,2025-09-16,2025-10-22,Chennai Port,Vietnam,80700,10,In Transit
SHIP02269,ORD00831,CONT16440,2024-04-29,2024-05-23,Tuticorin Port,Germany,45215,3,In Transit
SHIP02270,ORD02627,CONT95091,2024-12-20,2025-02-02,Tuticorin Port,South Korea,109093,10,Delivered
SHIP02271,ORD02303,CONT35457,2024-04-19,2024-05-29,Tuticorin Port,China,73100,8,In Transit
SHIP02272,ORD01171,CONT22771,2025-04-14,2025-05-23,Tuticorin Port,Italy,45717,8,Delivered
SHIP02273,ORD02506,CONT97029,2024-11-03,2024-12-04,Chennai Port,South Korea,83917,3,Delivered
SHIP02274,ORD00874,CONT32774,2025-07-05,2025-08-12,Chennai Port,Italy,105794,3,Delivered
SHIP02275,ORD02455,CONT17009,2025-08-29,2025-09-14,Chennai Port,USA,71290,0,Delivered
SHIP02276,ORD00946,CONT49285,2024-09-11,2024-10-20,Chennai Port,China,62103,9,In Transit
SHIP02277,ORD01404,CONT28053,2024-04-14,2024-05-19,Chennai Port,South Korea,75285,3,Delivered
SHIP02278,ORD01418,CONT97927,2024-04-10,2024-04-26,Tuticorin Port,Spain,53212,1,Delivered
SHIP02279,ORD02745,CONT38753,2025-09-21,2025-10-28,Chennai Port,China,33252,7,In Transit
SHIP02280,ORD01062,CONT54936,2025-04-27,2025-05-27,Tuticorin Port,Japan,146245,4,Delivered
SHIP02281,ORD02457,CONT28896,2024-10-30,2024-11-20,Tuticorin Port,Japan,108968,5,In Transit
SHIP02282,ORD00607,CONT39543,2025-09-01,2025-10-08,Tuticorin Port,UK,135548,7,In Transit
SHIP02283,ORD02983,CONT32938,2024-03-22,2024-04-10,Chennai Port,South Korea,39431,7,In Transit
SHIP02284,ORD02736,CONT77804,2024-02-22,2024-03-27,Chennai Port,UK,134665,8,In Transit
SHIP02285,ORD02258,CONT43205,2024-12-22,2025-01-06,Chennai Port,South Korea,78112,3,Delivered
SHIP02286,ORD01628,CONT17925,2024-02-19,2024-03-26,Chennai Port,Japan,75899,9,In Transit
SHIP02287,ORD01914,CONT74336,2024-10-17,2024-11-16,Tuticorin Port,Germany,129905,4,Delivered
SHIP02288,ORD01568,CONT21523,2025-09-16,2025-10-21,Tuticorin Port,France,105121,9,Delivered
SHIP02289,ORD01664,CONT23885,2024-12-16,2025-01-26,Chennai Port,Italy,52406,6,In Transit
SHIP02290,ORD01464,CONT15873,2024-08-11,2024-09-05,Chennai Port,Germany,133641,5,Delivered
SHIP02291,ORD01536,CONT29253,2024-01-19,2024-02-13,Chennai Port,France,40333,5,In Transit
SHIP02292,ORD02456,CONT46752,2024-12-08,2025-01-06,Tuticorin Port,France,52543,9,In Transit
SHIP02293,ORD02091,CONT23957,2024-03-01,2024-04-12,Chennai Port,Germany,97718,9,In Transit
SHIP02294,ORD00917,CONT89037,2024-08-03,2024-08-21,Chennai Port,Italy,112732,4,In Transit
SHIP02295,ORD00156,CONT90186,2024-11-02,2024-12-01,Chennai Port,France,34931,3,Delivered
SHIP02296,ORD01666,CONT27062,2025-04-23,2025-05-11,Tuticorin Port,South Korea,93451,8,In Transit
SHIP02297,ORD00597,CONT51476,2024-06-10,2024-07-25,Tuticorin Port,France,129714,10,Delivered
SHIP02298,ORD02462,CONT47152,2024-04-25,2024-06-04,Tuticorin Port,Vietnam,140547,6,In Transit
SHIP02299,ORD00393,CONT39860,2025-01-02,2025-02-01,Tuticorin Port,Japan,89464,2,Delivered
SHIP02300,ORD00955,CONT15108,2024-07-13,2024-08-06,Chennai Port,France,123814,10,In Transit
SHIP02301,ORD02742,CONT42538,2024-09-08,2024-10-12,Tuticorin Port,Vietnam,45186,3,Delivered
SHIP02302,ORD02980,CONT86569,2024-05-18,2024-06-28,Chennai Port,Japan,85308,5,In Transit
SHIP02303,ORD01886,CONT80014,2025-05-02,2025-06-11,Chennai Port,Japan,148373,0,In Transit
SHIP02304,ORD01831,CONT22006,2024-09-16,2024-10-04,Tuticorin Port,USA,82339,0,Delivered
SHIP02305,ORD01474,CONT10560,2024-03-13,2024-04-05,Chennai Port,Vietnam,61892,9,Delivered
SHIP02306,ORD01147,CONT55934,2024-07-20,2024-08-20,Tuticorin Port,France,48126,2,In Transit
SHIP02307,ORD01532,CONT66107,2025-02-15,2025-03-07,Chennai Port,UK,105858,8,Delivered
SHIP02308,ORD00967,CONT82441,2025-07-09,2025-07-25,Chennai Port,USA,146795,9,In Transit
SHIP02309,ORD02779,CONT58686,2024-05-30,2024-06-26,Tuticorin Port,Vietnam,105298,0,In Transit
SHIP02310,ORD00389,CONT76242,2025-06-22,2025-07-30,Tuticorin Port,China,48055,0,In Transit
SHIP02311,ORD02026,CONT53972,2024-02-26,2024-03-23,Tuticorin Port,Japan,63083,0,Delivered
SHIP02312,ORD01613,CONT92842,2024-02-01,2024-02-16,Tuticorin Port,UK,117738,5,Delivered
SHIP02313,ORD02772,CONT34739,2024-10-01,2024-10-29,Tuticorin Port,Germany,79601,4,Delivered
SHIP02314,ORD00873,CONT98026,2025-11-28,2025-12-19,Chennai Port,Vietnam,75986,5,In Transit
SHIP02315,ORD02964,CONT17630,2025-02-11,2025-03-22,Tuticorin Port,UK,99451,0,Delivered
SHIP02316,ORD00163,CONT87598,2025-10-08,2025-11-06,Tuticorin Port,China,96232,4,In Transit
SHIP02317,ORD02923,CONT94797,2024-01-06,2024-02-07,Tuticorin Port,France,79943,4,Delivered
SHIP02318,ORD00062,CONT41600,2024-02-12,2024-03-22,Tuticorin Port,Vietnam,44497,10,Delivered
SHIP02319,ORD00917,CONT74168,2025-08-26,2025-09-26,Tuticorin Port,China,109448,7,Delivered
SHIP02320,ORD01133,CONT81496,2024-01-11,2024-02-05,Chennai Port,Germany,112639,6,In Transit
SHIP02321,ORD01463,CONT86738,2024-10-12,2024-11-07,Chennai Port,Vietnam,73570,8,Delivered
SHIP02322,ORD01594,CONT61900,2025-08-24,2025-09-22,Chennai Port,USA,34282,9,Delivered
SHIP02323,ORD00592,CONT14503,2024-09-15,2024-10-18,Tuticorin Port,China,63557,6,Delivered
SHIP02324,ORD01171,CONT71105,2024-10-25,2024-11-30,Chennai Port,UK,54673,4,Delivered
SHIP02325,ORD01245,CONT22278,2024-07-24,2024-08-31,Tuticorin Port,Italy,57792,0,In Transit
SHIP02326,ORD01581,CONT50890,2025-01-05,2025-02-14,Tuticorin Port,UK,141344,3,In Transit
SHIP02327,ORD00081,CONT68328,2025-03-14,2025-04-06,Tuticorin Port,France,113103,5,In Transit
SHIP02328,ORD00921,CONT47018,2024-01-17,2024-02-20,Chennai Port,South Korea,99498,10,In Transit
SHIP02329,ORD02871,CONT53803,2025-07-04,2025-08-07,Chennai Port,South Korea,56419,8,In Transit
SHIP02330,ORD00506,CONT62211,2024-10-07,2024-11-15,Tuticorin Port,France,88037,6,Delivered
SHIP02331,ORD02980,CONT86166,2025-03-25,2025-04-12,Chennai Port,South Korea,35597,6,In Transit
SHIP02332,ORD02550,CONT61759,2024-05-01,2024-06-01,Chennai Port,USA,109384,2,In Transit
SHIP02333,ORD01716,CONT20877,2025-04-04,2025-05-01,Tuticorin Port,China,97972,8,Delivered
SHIP02334,ORD01307,CONT72352,2025-07-28,2025-08-22,Tuticorin Port,Japan,41052,9,In Transit
SHIP02335,ORD02140,CONT24644,2024-07-24,2024-09-04,Tuticorin Port,Spain,74065,10,In Transit
SHIP02336,ORD01409,CONT85365,2025-03-18,2025-04-18,Tuticorin Port,UK,91020,8,In Transit
SHIP02337,ORD02225,CONT19033,2024-01-17,2024-02-21,Tuticorin Port,Germany,52827,5,In Transit
SHIP02338,ORD01201,CONT62041,2025-09-20,2025-10-17,Tuticorin Port,China,96128,1,Delivered
SHIP02339,ORD02262,CONT40446,2025-10-09,2025-11-22,Tuticorin Port,Spain,136792,5,In Transit
SHIP02340,ORD02861,CONT25491,2024-04-27,2024-05-28,Chennai Port,USA,99151,4,In Transit
SHIP02341,ORD02773,CONT88322,2024-12-13,2025-01-10,Chennai Port,Italy,60667,9,In Transit
SHIP02342,ORD02534,CONT60118,2025-10-17,2025-11-29,Tuticorin Port,Vietnam,37794,1,Delivered
SHIP02343,ORD00618,CONT84829,2024-02-27,2024-03-24,Chennai Port,Vietnam,137248,4,Delivered
SHIP02344,ORD00769,CONT43876,2024-11-12,2024-12-08,Chennai Port,South Korea,66594,5,In Transit
SHIP02345,ORD01684,CONT38245,2025-09-14,2025-10-03,Tuticorin Port,Vietnam,43903,8,In Transit
SHIP02346,ORD02531,CONT49403,2025-08-31,2025-09-27,Chennai Port,Japan,129165,0,Delivered
SHIP02347,ORD02972,CONT86030,2025-11-12,2025-12-16,Chennai Port,China,121255,8,Delivered
SHIP02348,ORD00041,CONT49470,2024-06-27,2024-07-29,Tuticorin Port,France,46855,1,In Transit
SHIP02349,ORD01637,CONT65372,2025-11-07,2025-12-01,Tuticorin Port,Japan,37227,3,Delivered
SHIP02350,ORD00989,CONT26242,2024-10-14,2024-10-30,Chennai Port,South Korea,110115,4,Delivered
SHIP02351,ORD01096,CONT21351,2025-01-11,2025-01-29,Chennai Port,Germany,108106,1,Delivered
SHIP02352,ORD00732,CONT86554,2024-03-09,2024-04-01,Tuticorin Port,Italy,119664,7,Delivered
SHIP02353,ORD02034,CONT68884,2024-06-18,2024-07-26,Tuticorin Port,UK,111790,6,Delivered
SHIP02354,ORD01412,CONT99585,2025-04-05,2025-05-14,Tuticorin Port,USA,35989,2,Delivered
SHIP02355,ORD00065,CONT41338,2024-01-20,2024-03-05,Tuticorin Port,Spain,139710,1,Delivered
SHIP02356,ORD01851,CONT97682,2024-11-06,2024-12-07,Tuticorin Port,South Korea,105136,3,In Transit
SHIP02357,ORD01982,CONT51256,2024-04-09,2024-05-21,Chennai Port,Spain,56939,6,Delivered
SHIP02358,ORD01252,CONT60847,2024-05-27,2024-06-16,Chennai Port,USA,69732,1,In Transit
SHIP02359,ORD02955,CONT78148,2025-03-13,2025-03-29,Tuticorin Port,Germany,60287,0,In Transit
SHIP02360,ORD01871,CONT57183,2025-03-21,2025-04-20,Tuticorin Port,Vietnam,144026,10,In Transit
SHIP02361,ORD02447,CONT12377,2025-05-20,2025-07-04,Tuticorin Port,China,76859,4,In Transit
SHIP02362,ORD02880,CONT89152,2025-03-26,2025-04-28,Chennai Port,Spain,112391,2,Delivered
SHIP02363,ORD01752,CONT97091,2024-06-12,2024-07-14,Tuticorin Port,Vietnam,55730,3,Delivered
SHIP02364,ORD01972,CONT22196,2024-06-18,2024-07-03,Chennai Port,Vietnam,137251,5,In Transit
SHIP02365,ORD00833,CONT86895,2024-03-12,2024-04-19,Chennai Port,South Korea,53867,1,In Transit
SHIP02366,ORD02538,CONT31384,2025-06-23,2025-07-29,Tuticorin Port,UK,122960,9,Delivered
SHIP02367,ORD02092,CONT33262,2024-10-18,2024-11-26,Tuticorin Port,Vietnam,139856,5,Delivered
SHIP02368,ORD00061,CONT20372,2025-07-25,2025-09-02,Chennai Port,UK,111225,4,Delivered
SHIP02369,ORD00054,CONT49425,2024-12-12,2025-01-24,Chennai Port,Germany,83582,1,Delivered
SHIP02370,ORD02836,CONT71866,2025-06-06,2025-06-23,Chennai Port,Italy,72070,8,In Transit
SHIP02371,ORD01658,CONT27632,2024-10-19,2024-11-30,Tuticorin Port,China,50932,1,Delivered
SHIP02372,ORD02381,CONT20138,2025-02-11,2025-03-19,Tuticorin Port,Italy,68637,6,Delivered
SHIP02373,ORD02861,CONT53528,2024-01-28,2024-02-23,Tuticorin Port,South Korea,64853,7,In Transit
SHIP02374,ORD01408,CONT26039,2024-09-24,2024-10-10,Chennai Port,USA,136652,10,Delivered
SHIP02375,ORD00783,CONT97257,2025-02-11,2025-03-22,Tuticorin Port,USA,63965,10,Delivered
SHIP02376,ORD00140,CONT65352,2024-06-05,2024-06-26,Chennai Port,Vietnam,89633,7,In Transit
SHIP02377,ORD01165,CONT60064,2024-08-11,2024-09-03,Chennai Port,France,86282,3,Delivered
