Inspection_ID,Batch_No,Leather_Grade,Thickness_mm,Color_Consistency,Tensile_Strength,Moisture,Defects,Inspection_Result,Rejected_Qty,Inspector
Q05361,B07292,A,1.85,88.7,25.8,11.5,No Defect,Pass,9,Inspector 1
Q05362,B03201,A,1.86,99.0,29.5,14.2,No Defect,Pass,4,Inspector 2
Q05363,B01423,B,2.01,98.6,24.3,8.2,Loose Grain,Pass,20,Inspector 8
Q05364,B00164,A,2.13,90.9,18.2,12.7,No Defect,Pass,17,Inspector 4
Q05365,B01085,A+,1.36,97.9,15.6,11.2,No Defect,Pass,18,Inspector 9
Q05366,B06068,C,1.48,88.2,28.0,14.0,Scars,Pass,26,Inspector 4
Q05367,B02167,A+,1.17,92.1,27.0,11.7,No Defect,Pass,8,Inspector 4
Q05368,B02643,A+,1.42,87.6,28.3,9.5,No Defect,Pass,19,Inspector 5
Q05369,B04259,B,1.8,88.0,18.0,13.3,Scars,Pass,20,Inspector 5
Q05370,B04937,B,1.98,82.1,17.9,9.8,Pinholes,Pass,19,Inspector 7
Q05371,B02256,C,2.18,88.0,21.7,12.0,Uneven Dye,Pass,13,Inspector 4
Q05372,B05952,A,1.26,88.5,24.3,11.8,No Defect,Pass,12,Inspector 6
Q05373,B04298,A,1.98,86.5,16.3,12.1,No Defect,Pass,26,Inspector 6
Q05374,B07692,A,1.54,88.1,33.0,9.1,No Defect,Pass,21,Inspector 1
Q05375,B06756,A+,1.72,99.1,21.8,10.7,No Defect,Pass,2,Inspector 3
Q05376,B06619,A,1.9,89.0,21.5,8.1,No Defect,Pass,2,Inspector 3
Q05377,B02946,B,1.9,87.1,34.5,8.3,Wrinkles,Pass,11,Inspector 2
Q05378,B04137,C,1.81,96.0,15.6,10.0,Uneven Dye,Pass,30,Inspector 8
Q05379,B05703,C,1.08,88.3,28.4,10.1,Wrinkles,Pass,29,Inspector 10
Q05380,B00876,A+,1.09,91.2,15.2,8.3,No Defect,Pass,5,Inspector 1
Q05381,B03869,A,1.27,83.6,27.8,13.1,No Defect,Pass,30,Inspector 6
Q05382,B06593,A,1.96,92.8,19.6,8.1,No Defect,Pass,20,Inspector 9
Q05383,B03181,A,1.29,86.5,22.6,10.0,No Defect,Pass,0,Inspector 8
Q05384,B04401,A,0.91,86.3,29.8,13.3,No Defect,Pass,26,Inspector 9
Q05385,B07295,C,0.97,88.0,25.6,12.4,Pinholes,Pass,7,Inspector 9
Q05386,B00688,A+,1.3,97.1,28.0,10.0,No Defect,Pass,6,Inspector 4
Q05387,B07729,A,2.14,93.3,15.3,14.7,No Defect,Pass,5,Inspector 5
Q05388,B00530,C,1.41,98.8,28.3,11.3,Loose Grain,Pass,25,Inspector 8
Q05389,B00061,A+,1.23,97.5,33.3,10.1,No Defect,Pass,22,Inspector 7
Q05390,B05574,B,1.29,94.6,25.8,13.9,Loose Grain,Pass,30,Inspector 6
Q05391,B00292,A,1.0,94.3,32.7,14.9,No Defect,Pass,30,Inspector 7
Q05392,B06032,A,2.13,97.3,26.7,13.4,No Defect,Pass,10,Inspector 4
Q05393,B02884,A,1.79,85.9,34.0,12.4,No Defect,Pass,8,Inspector 4
Q05394,B02085,A,2.07,82.1,24.1,14.9,No Defect,Pass,12,Inspector 5
Q05395,B03506,A,0.86,87.9,15.3,14.5,No Defect,Pass,16,Inspector 5
Q05396,B06000,A+,1.53,84.2,25.4,13.6,No Defect,Pass,18,Inspector 2
Q05397,B05485,A+,1.61,86.7,27.6,10.9,No Defect,Pass,9,Inspector 3
Q05398,B07406,A,1.42,90.9,33.8,9.7,No Defect,Pass,19,Inspector 1
Q05399,B03231,A,1.72,82.0,21.9,8.4,No Defect,Pass,24,Inspector 7
Q05400,B02806,B,1.37,85.5,32.3,9.1,Loose Grain,Pass,10,Inspector 3
Q05401,B00480,B,1.53,93.3,32.4,14.5,Uneven Dye,Pass,5,Inspector 4
Q05402,B03161,A,1.45,80.8,29.1,8.1,No Defect,Pass,26,Inspector 2
Q05403,B00727,A,1.42,90.5,16.6,9.1,No Defect,Pass,18,Inspector 1
Q05404,B05542,B,1.32,89.1,19.3,13.4,Scars,Pass,24,Inspector 8
Q05405,B01425,A+,1.16,93.2,19.1,11.0,No Defect,Pass,27,Inspector 9
Q05406,B04864,A+,1.07,85.5,23.8,13.3,No Defect,Pass,14,Inspector 2
Q05407,B07699,A,1.83,88.3,29.8,8.5,No Defect,Pass,21,Inspector 5
Q05408,B02642,A+,1.71,93.1,25.1,11.6,No Defect,Pass,23,Inspector 5
Q05409,B02318,A+,1.03,92.6,21.4,11.4,No Defect,Pass,29,Inspector 8
Q05410,B01731,C,2.18,94.2,15.3,12.2,Wrinkles,Pass,23,Inspector 2
Q05411,B05918,A,1.52,96.1,20.7,9.1,No Defect,Pass,7,Inspector 9
Q05412,B06008,C,2.15,99.8,27.3,14.3,Wrinkles,Pass,10,Inspector 2
Q05413,B04371,A,1.32,94.0,34.1,10.9,No Defect,Pass,15,Inspector 2
Q05414,B06817,A+,1.9,87.1,20.8,12.1,No Defect,Pass,6,Inspector 7
Q05415,B02160,A,1.85,86.5,24.3,11.5,No Defect,Pass,15,Inspector 4
Q05416,B03577,A+,1.72,80.2,31.9,14.6,No Defect,Pass,29,Inspector 10
Q05417,B07533,B,1.34,84.3,20.7,10.3,Loose Grain,Pass,29,Inspector 1
Q05418,B01447,A,1.98,96.3,25.5,12.9,No Defect,Pass,16,Inspector 3
Q05419,B00636,A,2.17,82.0,18.2,9.0,No Defect,Pass,25,Inspector 6
Q05420,B07615,B,1.27,90.7,28.2,11.1,Wrinkles,Pass,27,Inspector 2
Q05421,B03488,C,1.63,96.8,18.3,11.4,Pinholes,Pass,22,Inspector 1
Q05422,B06645,B,2.02,97.0,20.3,11.3,Scars,Pass,23,Inspector 2
Q05423,B02134,C,0.88,90.4,20.0,11.4,Pinholes,Pass,1,Inspector 4
Q05424,B01026,B,1.82,98.8,27.1,11.8,Uneven Dye,Pass,30,Inspector 6
Q05425,B01882,B,0.97,86.6,20.4,11.8,Uneven Dye,Pass,13,Inspector 2
Q05426,B04004,Rejected,1.54,96.4,33.4,10.8,Wrinkles,Fail,5,Inspector 2
Q05427,B06373,A,0.85,86.7,27.7,11.5,No Defect,Pass,23,Inspector 3
Q05428,B03321,B,0.82,99.3,27.6,12.1,Wrinkles,Pass,27,Inspector 10
Q05429,B01407,A,1.47,87.6,16.2,8.9,No Defect,Pass,13,Inspector 7
Q05430,B05894,A+,0.81,95.5,24.1,12.8,No Defect,Pass,8,Inspector 9
Q05431,B03095,B,1.93,88.1,15.7,8.3,Pinholes,Pass,19,Inspector 6
Q05432,B03990,A+,1.02,94.2,32.0,12.1,No Defect,Pass,23,Inspector 9
Q05433,B06229,A,1.31,89.9,19.3,9.7,No Defect,Pass,7,Inspector 7
Q05434,B07750,C,1.01,90.2,27.1,11.6,Wrinkles,Pass,24,Inspector 3
Q05435,B03603,A,1.31,80.2,24.4,10.8,No Defect,Pass,15,Inspector 2
Q05436,B03122,A+,1.42,83.8,25.5,11.4,No Defect,Pass,10,Inspector 10
Q05437,B00494,A+,1.9,84.4,27.2,8.2,No Defect,Pass,14,Inspector 3
Q05438,B04528,B,1.83,87.0,30.2,14.8,Uneven Dye,Pass,20,Inspector 6
Q05439,B04076,A+,1.37,98.6,16.7,12.3,No Defect,Pass,15,Inspector 7
Q05440,B07881,B,0.93,81.5,15.3,11.1,Loose Grain,Pass,23,Inspector 2
Q05441,B06283,B,2.16,84.6,23.8,13.8,Uneven Dye,Pass,3,Inspector 10
Q05442,B07915,A,2.02,83.7,16.7,8.6,No Defect,Pass,4,Inspector 9
Q05443,B00283,A,2.03,95.4,30.5,13.2,No Defect,Pass,10,Inspector 10
Q05444,B00687,A+,1.81,85.7,17.2,10.0,No Defect,Pass,12,Inspector 3
Q05445,B06559,A,2.1,85.1,34.4,9.9,No Defect,Pass,28,Inspector 3
Q05446,B07125,A+,1.01,96.4,31.9,11.0,No Defect,Pass,16,Inspector 5
Q05447,B02059,C,2.03,93.4,16.5,14.3,Scars,Pass,20,Inspector 6
Q05448,B06079,A,0.88,84.3,33.1,8.5,No Defect,Pass,26,Inspector 6
Q05449,B03049,B,1.65,87.0,27.3,14.9,Scars,Pass,8,Inspector 9
Q05450,B01299,A+,1.33,93.1,17.3,11.5,No Defect,Pass,29,Inspector 10
Q05451,B03088,A,1.24,80.9,21.1,13.6,No Defect,Pass,14,Inspector 8
Q05452,B02443,C,1.4,97.1,30.0,12.7,Scars,Pass,16,Inspector 10
Q05453,B05994,B,0.97,89.5,17.2,10.8,Pinholes,Pass,18,Inspector 10
Q05454,B02800,B,1.4,91.6,22.5,12.9,Scars,Pass,27,Inspector 7
Q05455,B03574,C,1.73,92.2,33.8,10.9,Pinholes,Pass,2,Inspector 5
Q05456,B06330,A,1.94,95.7,32.8,11.9,No Defect,Pass,23,Inspector 2
Q05457,B01311,A,1.72,89.2,33.4,8.0,No Defect,Pass,24,Inspector 4
Q05458,B07162,A,1.01,83.5,31.3,13.6,No Defect,Pass,16,Inspector 2
Q05459,B03665,B,0.87,97.1,16.9,10.6,Loose Grain,Pass,4,Inspector 9
Q05460,B05819,A,1.86,92.9,25.9,13.7,No Defect,Pass,26,Inspector 6
Q05461,B06839,Rejected,1.71,94.9,15.1,8.4,Loose Grain,Fail,29,Inspector 10
Q05462,B00808,B,1.67,93.8,23.8,9.7,Scars,Pass,13,Inspector 10
Q05463,B02179,A,1.92,91.3,33.0,9.5,No Defect,Pass,6,Inspector 2
Q05464,B00619,A+,0.85,95.6,27.7,11.5,No Defect,Pass,16,Inspector 8
Q05465,B01033,A,0.92,96.2,15.5,11.4,No Defect,Pass,3,Inspector 3
Q05466,B07102,B,1.35,91.5,23.1,12.5,Scars,Pass,16,Inspector 10
Q05467,B01040,A+,1.1,86.2,16.5,9.2,No Defect,Pass,25,Inspector 6
Q05468,B02075,A,1.38,83.8,16.0,9.6,No Defect,Pass,30,Inspector 3
Q05469,B07209,A,1.38,100.0,25.4,11.2,No Defect,Pass,8,Inspector 8
Q05470,B02766,A,2.06,97.1,25.7,8.0,No Defect,Pass,1,Inspector 2
Q05471,B07348,A,1.78,93.8,28.7,8.3,No Defect,Pass,19,Inspector 4
Q05472,B07672,B,1.34,82.3,31.2,8.0,Uneven Dye,Pass,9,Inspector 2
Q05473,B00990,Rejected,0.86,95.4,29.3,11.8,Loose Grain,Fail,13,Inspector 9
Q05474,B01341,B,0.9,86.1,33.6,13.3,Scars,Pass,27,Inspector 4
Q05475,B02104,A+,2.08,83.0,25.7,11.5,No Defect,Pass,1,Inspector 1
Q05476,B02246,B,1.23,89.0,34.5,9.0,Pinholes,Pass,4,Inspector 6
Q05477,B06732,A+,1.56,89.1,15.5,10.1,No Defect,Pass,22,Inspector 9
Q05478,B03380,A+,1.37,99.1,17.5,14.4,No Defect,Pass,18,Inspector 7
Q05479,B06129,A,2.1,87.2,18.8,12.5,No Defect,Pass,10,Inspector 4
Q05480,B02171,B,1.77,81.9,33.3,14.0,Pinholes,Pass,11,Inspector 1
Q05481,B02383,B,2.2,98.9,24.3,9.1,Scars,Pass,14,Inspector 2
Q05482,B03315,A+,1.56,89.5,22.2,9.5,No Defect,Pass,27,Inspector 6
Q05483,B01709,B,1.64,84.6,24.4,12.4,Scars,Pass,18,Inspector 1
Q05484,B05954,B,1.29,93.2,32.3,8.2,Wrinkles,Pass,10,Inspector 6
Q05485,B03321,A,1.92,90.9,29.4,11.8,No Defect,Pass,20,Inspector 7
Q05486,B07478,A+,1.61,96.4,30.5,9.1,No Defect,Pass,1,Inspector 2
Q05487,B05337,A+,0.85,85.6,26.8,11.0,No Defect,Pass,29,Inspector 9
Q05488,B01704,B,1.85,89.9,24.7,10.5,Uneven Dye,Pass,3,Inspector 4
Q05489,B05135,A+,1.14,98.4,34.7,14.2,No Defect,Pass,19,Inspector 1
Q05490,B02083,B,1.17,91.6,28.2,12.3,Scars,Pass,5,Inspector 7
Q05491,B06691,A+,1.25,92.5,24.0,12.2,No Defect,Pass,24,Inspector 5
Q05492,B04041,A,2.17,93.4,24.8,13.7,No Defect,Pass,18,Inspector 6
Q05493,B04889,A+,1.99,97.2,18.9,8.1,No Defect,Pass,22,Inspector 6
Q05494,B04146,B,1.27,84.7,30.4,14.5,Loose Grain,Pass,29,Inspector 8
Q05495,B00743,A+,1.85,87.4,17.0,8.4,No Defect,Pass,24,Inspector 10
Q05496,B06667,C,1.96,85.2,29.8,8.0,Loose Grain,Pass,3,Inspector 2
Q05497,B01813,A+,0.93,92.1,26.1,14.4,No Defect,Pass,27,Inspector 9
Q05498,B06919,A,1.95,93.1,26.4,11.5,No Defect,Pass,21,Inspector 1
Q05499,B03216,B,1.72,98.2,30.4,9.0,Scars,Pass,6,Inspector 2
Q05500,B05891,A,2.1,80.2,34.2,13.8,No Defect,Pass,8,Inspector 1
Q05501,B05241,A+,1.69,82.1,28.9,14.4,No Defect,Pass,0,Inspector 10
Q05502,B02864,B,1.94,83.7,30.5,9.0,Wrinkles,Pass,0,Inspector 4
Q05503,B04926,A+,1.57,84.6,24.3,12.2,No Defect,Pass,15,Inspector 5
Q05504,B06807,A,1.25,82.8,19.6,8.5,No Defect,Pass,18,Inspector 9
Q05505,B00549,A,1.74,82.1,28.7,8.3,No Defect,Pass,20,Inspector 1
Q05506,B01583,A,1.15,97.8,24.2,12.4,No Defect,Pass,29,Inspector 5
Q05507,B06112,A,2.04,81.3,22.5,11.8,No Defect,Pass,5,Inspector 5
Q05508,B04305,B,0.82,83.7,17.8,9.9,Scars,Pass,7,Inspector 6
Q05509,B07258,B,1.71,95.1,17.5,12.6,Wrinkles,Pass,14,Inspector 8
Q05510,B06856,B,1.3,86.7,17.9,10.8,Wrinkles,Pass,6,Inspector 8
Q05511,B02897,C,2.08,99.2,31.3,14.5,Uneven Dye,Pass,23,Inspector 8
Q05512,B07702,A,1.73,91.5,20.7,10.4,No Defect,Pass,18,Inspector 6
Q05513,B01518,B,1.15,92.0,26.6,10.3,Uneven Dye,Pass,28,Inspector 1
Q05514,B00698,B,1.64,86.1,20.7,10.4,Loose Grain,Pass,12,Inspector 6
Q05515,B04457,A+,2.01,98.6,25.3,10.0,No Defect,Pass,6,Inspector 9
Q05516,B05633,B,1.91,91.5,20.4,9.5,Scars,Pass,10,Inspector 9
Q05517,B01398,A,1.9,99.9,20.6,12.2,No Defect,Pass,16,Inspector 2
Q05518,B02323,C,1.19,96.7,18.0,14.2,Pinholes,Pass,24,Inspector 3
Q05519,B04590,B,1.99,91.0,27.9,13.7,Pinholes,Pass,0,Inspector 2
Q05520,B01596,B,1.25,93.2,31.6,9.6,Loose Grain,Pass,29,Inspector 8
Q05521,B01624,B,1.92,98.2,21.3,15.0,Pinholes,Pass,4,Inspector 1
Q05522,B07286,A+,1.9,80.7,28.9,12.8,No Defect,Pass,20,Inspector 6
Q05523,B02254,A,1.81,88.6,30.8,10.3,No Defect,Pass,11,Inspector 2
Q05524,B06044,Rejected,2.17,81.1,33.2,12.7,Wrinkles,Fail,27,Inspector 8
Q05525,B02337,A+,1.46,90.0,20.1,10.5,No Defect,Pass,19,Inspector 6
Q05526,B03139,A,1.42,90.2,24.0,9.3,No Defect,Pass,24,Inspector 5
Q05527,B04390,A,1.51,85.3,34.4,14.8,No Defect,Pass,25,Inspector 8
Q05528,B00189,A,2.06,92.6,25.8,9.3,No Defect,Pass,6,Inspector 2
Q05529,B06992,A+,0.86,98.6,33.3,14.2,No Defect,Pass,9,Inspector 3
Q05530,B07812,A,1.97,93.1,28.5,9.5,No Defect,Pass,25,Inspector 6
Q05531,B07844,B,1.84,97.4,23.1,8.2,Uneven Dye,Pass,3,Inspector 1
Q05532,B02617,B,1.14,89.2,33.1,10.5,Pinholes,Pass,19,Inspector 3
Q05533,B01819,A,2.14,89.8,28.7,8.5,No Defect,Pass,10,Inspector 5
Q05534,B01611,A,1.82,90.9,32.3,9.4,No Defect,Pass,14,Inspector 4
Q05535,B06007,B,1.57,90.3,15.1,9.6,Wrinkles,Pass,5,Inspector 8
Q05536,B00800,B,1.93,80.4,27.1,13.3,Wrinkles,Pass,16,Inspector 1
Q05537,B02586,A,1.9,87.9,27.0,14.7,No Defect,Pass,4,Inspector 3
Q05538,B04537,A,1.61,90.1,25.8,8.1,No Defect,Pass,30,Inspector 9
Q05539,B04879,A,0.86,98.6,26.6,13.3,No Defect,Pass,5,Inspector 3
Q05540,B07709,A,1.71,81.2,28.8,13.4,No Defect,Pass,10,Inspector 6
Q05541,B05979,C,0.93,81.4,20.5,11.3,Wrinkles,Pass,24,Inspector 7
Q05542,B00174,A,1.07,85.0,16.3,8.9,No Defect,Pass,13,Inspector 4
Q05543,B06994,A,1.05,91.3,23.1,11.1,No Defect,Pass,6,Inspector 9
Q05544,B06074,B,1.49,93.6,17.3,11.5,Loose Grain,Pass,24,Inspector 8
Q05545,B02448,A+,2.07,96.1,26.6,9.3,No Defect,Pass,12,Inspector 2
Q05546,B01718,A+,1.91,83.5,26.2,10.2,No Defect,Pass,11,Inspector 3
Q05547,B06052,A,1.93,97.9,17.7,11.0,No Defect,Pass,25,Inspector 3
Q05548,B04341,A,1.88,87.5,32.5,9.0,No Defect,Pass,14,Inspector 4
Q05549,B05992,A,1.93,87.9,17.9,11.5,No Defect,Pass,29,Inspector 4
Q05550,B07593,A+,2.13,91.0,34.8,8.1,No Defect,Pass,15,Inspector 8
Q05551,B06234,A,1.51,93.5,17.2,10.6,No Defect,Pass,29,Inspector 5
Q05552,B00630,A,1.88,94.6,28.2,13.0,No Defect,Pass,1,Inspector 10
Q05553,B06804,A,1.49,86.7,24.0,12.0,No Defect,Pass,1,Inspector 5
Q05554,B02946,A,1.47,98.3,20.9,15.0,No Defect,Pass,25,Inspector 9
Q05555,B00240,A,1.67,80.2,26.9,9.3,No Defect,Pass,0,Inspector 6
Q05556,B03441,A+,1.04,91.8,18.0,13.3,No Defect,Pass,17,Inspector 4
Q05557,B05285,A+,1.21,95.9,26.2,14.0,No Defect,Pass,12,Inspector 6
Q05558,B06435,A,2.15,99.6,25.2,12.4,No Defect,Pass,25,Inspector 1
Q05559,B06583,B,1.9,93.2,27.7,13.4,Wrinkles,Pass,22,Inspector 6
Q05560,B04173,C,1.49,89.3,15.2,14.4,Loose Grain,Pass,23,Inspector 4
Q05561,B05037,A+,0.95,96.1,28.5,10.1,No Defect,Pass,15,Inspector 3
Q05562,B05644,A,1.75,96.6,16.0,10.5,No Defect,Pass,22,Inspector 1
Q05563,B07342,Rejected,1.64,82.4,24.3,9.1,Scars,Fail,23,Inspector 4
Q05564,B05739,A,1.21,94.7,15.2,13.3,No Defect,Pass,30,Inspector 4
Q05565,B05236,A+,1.04,85.3,34.5,8.2,No Defect,Pass,20,Inspector 4
Q05566,B00331,B,1.35,96.1,31.1,8.6,Pinholes,Pass,22,Inspector 3
Q05567,B00836,A,0.91,85.2,26.7,8.9,No Defect,Pass,17,Inspector 9
Q05568,B06919,A,1.52,93.4,17.6,12.7,No Defect,Pass,28,Inspector 3
Q05569,B05427,A,1.2,98.9,16.0,11.5,No Defect,Pass,23,Inspector 9
Q05570,B07598,B,2.12,97.1,28.8,10.4,Loose Grain,Pass,27,Inspector 10
Q05571,B06920,A,1.75,93.6,33.7,13.0,No Defect,Pass,8,Inspector 8
Q05572,B03949,A+,1.58,93.7,19.4,11.8,No Defect,Pass,22,Inspector 7
Q05573,B07595,A,1.13,94.4,25.5,11.7,No Defect,Pass,17,Inspector 4
Q05574,B02150,A+,2.05,89.9,24.9,11.5,No Defect,Pass,8,Inspector 4
Q05575,B06468,A,1.53,83.3,26.3,14.5,No Defect,Pass,18,Inspector 3
Q05576,B00489,A,1.88,84.6,21.2,12.0,No Defect,Pass,12,Inspector 7
Q05577,B02840,A+,1.94,80.6,22.8,11.4,No Defect,Pass,0,Inspector 10
Q05578,B05891,A+,1.61,80.4,18.7,8.3,No Defect,Pass,17,Inspector 6
Q05579,B07951,B,1.9,97.8,26.0,9.7,Pinholes,Pass,19,Inspector 7
Q05580,B07632,B,1.4,97.1,19.3,12.8,Pinholes,Pass,21,Inspector 1
Q05581,B05417,A+,1.35,94.6,26.4,8.8,No Defect,Pass,9,Inspector 4
Q05582,B00250,A,1.12,99.0,30.7,14.0,No Defect,Pass,29,Inspector 2
Q05583,B04154,B,1.1,98.7,15.9,13.5,Scars,Pass,6,Inspector 3
Q05584,B02847,C,1.83,89.5,19.1,14.4,Scars,Pass,10,Inspector 5
Q05585,B07428,A,1.11,89.9,31.4,9.3,No Defect,Pass,14,Inspector 2
Q05586,B07936,A+,1.15,80.8,31.1,14.4,No Defect,Pass,4,Inspector 3
Q05587,B07569,A,0.98,84.9,31.9,14.4,No Defect,Pass,30,Inspector 8
Q05588,B07223,A,2.07,84.4,22.8,8.6,No Defect,Pass,14,Inspector 4
Q05589,B06926,A,1.23,80.7,16.4,14.1,No Defect,Pass,27,Inspector 2
Q05590,B04351,B,1.72,99.7,15.8,11.1,Uneven Dye,Pass,9,Inspector 5
Q05591,B07229,A,1.44,98.1,19.3,12.4,No Defect,Pass,11,Inspector 4
Q05592,B02723,B,1.88,97.2,17.4,14.1,Scars,Pass,2,Inspector 3
Q05593,B01212,A,1.98,92.8,27.0,12.0,No Defect,Pass,17,Inspector 1
Q05594,B07847,C,1.58,95.7,19.2,11.4,Uneven Dye,Pass,10,Inspector 4
Q05595,B07233,B,1.89,86.2,22.3,8.7,Scars,Pass,19,Inspector 3
Q05596,B03539,C,0.89,97.9,30.8,11.0,Wrinkles,Pass,23,Inspector 4
Q05597,B03623,A+,1.12,86.2,15.5,8.2,No Defect,Pass,0,Inspector 9
Q05598,B02220,A,1.32,92.6,33.4,14.7,No Defect,Pass,25,Inspector 3
Q05599,B06008,A+,1.73,91.6,31.2,12.0,No Defect,Pass,20,Inspector 9
Q05600,B03353,A,1.5,97.9,20.6,9.1,No Defect,Pass,26,Inspector 4
Q05601,B07502,A,1.81,98.9,29.8,9.6,No Defect,Pass,9,Inspector 10
Q05602,B05967,A,1.07,94.1,26.2,14.7,No Defect,Pass,3,Inspector 2
Q05603,B00949,B,1.81,92.2,17.4,11.7,Loose Grain,Pass,21,Inspector 5
Q05604,B02933,A,1.6,86.2,27.6,8.9,No Defect,Pass,21,Inspector 2
Q05605,B05775,A,1.82,91.2,27.1,15.0,No Defect,Pass,21,Inspector 9
Q05606,B05337,C,1.73,81.7,31.4,14.8,Pinholes,Pass,24,Inspector 2
Q05607,B01339,Rejected,1.09,82.4,21.0,9.6,Loose Grain,Fail,13,Inspector 8
Q05608,B01802,C,1.68,88.9,18.6,13.3,Uneven Dye,Pass,22,Inspector 5
Q05609,B00692,B,1.61,85.4,23.4,13.2,Uneven Dye,Pass,25,Inspector 10
Q05610,B03775,A,1.4,84.4,18.1,10.9,No Defect,Pass,2,Inspector 6
Q05611,B02148,A,1.23,94.5,26.5,10.5,No Defect,Pass,14,Inspector 6
Q05612,B00717,B,1.28,93.0,34.9,10.9,Pinholes,Pass,3,Inspector 1
Q05613,B00861,A,1.58,80.2,23.0,10.2,No Defect,Pass,9,Inspector 6
Q05614,B06240,C,1.24,90.9,29.1,10.8,Scars,Pass,11,Inspector 10
Q05615,B01116,C,1.49,97.7,31.2,14.3,Wrinkles,Pass,27,Inspector 3
Q05616,B00189,B,1.8,96.2,26.9,10.7,Wrinkles,Pass,0,Inspector 3
Q05617,B07951,A,1.17,95.2,27.0,14.7,No Defect,Pass,0,Inspector 7
Q05618,B07389,A+,1.21,91.3,21.8,13.1,No Defect,Pass,12,Inspector 7
Q05619,B05381,B,0.96,90.1,15.6,10.7,Uneven Dye,Pass,5,Inspector 4
Q05620,B06192,A,1.48,80.8,18.6,10.7,No Defect,Pass,11,Inspector 4
Q05621,B06765,A+,1.39,90.9,17.3,12.4,No Defect,Pass,28,Inspector 4
Q05622,B01051,A+,0.99,96.6,22.1,8.9,No Defect,Pass,27,Inspector 5
Q05623,B04725,A,1.25,98.1,29.8,12.1,No Defect,Pass,11,Inspector 3
Q05624,B01964,A,0.99,87.9,20.4,11.6,No Defect,Pass,7,Inspector 7
Q05625,B07508,A,0.96,98.0,25.8,8.0,No Defect,Pass,17,Inspector 10
Q05626,B07688,B,1.6,99.4,34.5,12.6,Scars,Pass,2,Inspector 7
Q05627,B00594,B,0.94,83.2,21.7,10.3,Pinholes,Pass,1,Inspector 2
Q05628,B00370,B,0.9,96.5,31.7,13.1,Wrinkles,Pass,2,Inspector 7
Q05629,B03365,A,1.65,89.4,16.1,12.8,No Defect,Pass,18,Inspector 8
Q05630,B02955,B,2.07,81.5,22.5,10.6,Pinholes,Pass,4,Inspector 3
Q05631,B06989,A,0.9,82.2,28.6,14.0,No Defect,Pass,10,Inspector 7
Q05632,B00043,A,1.5,98.6,15.2,8.4,No Defect,Pass,5,Inspector 3
Q05633,B03164,B,1.59,89.6,29.5,14.2,Scars,Pass,20,Inspector 2
Q05634,B07736,A,1.34,95.2,28.2,11.4,No Defect,Pass,13,Inspector 4
Q05635,B03858,A+,1.58,87.1,21.1,14.6,No Defect,Pass,1,Inspector 5
Q05636,B06632,C,1.2,96.9,24.9,15.0,Uneven Dye,Pass,2,Inspector 9
Q05637,B07265,Rejected,1.54,99.9,17.1,10.1,Scars,Fail,9,Inspector 8
Q05638,B00609,A+,1.51,92.6,27.9,14.2,No Defect,Pass,0,Inspector 4
Q05639,B06264,A+,2.19,92.6,31.7,14.3,No Defect,Pass,16,Inspector 3
Q05640,B07652,C,1.36,94.8,28.8,10.8,Uneven Dye,Pass,5,Inspector 9
Q05641,B07628,A,1.72,95.5,23.7,10.6,No Defect,Pass,20,Inspector 6
Q05642,B01158,A,2.07,91.7,32.8,8.0,No Defect,Pass,26,Inspector 10
Q05643,B06650,Rejected,1.21,80.7,32.2,11.1,Scars,Fail,1,Inspector 4
Q05644,B06276,B,2.05,98.1,31.0,9.9,Pinholes,Pass,22,Inspector 6
Q05645,B00420,A,1.55,81.5,15.2,8.3,No Defect,Pass,0,Inspector 8
Q05646,B03281,A,2.05,83.9,22.0,9.7,No Defect,Pass,3,Inspector 7
Q05647,B05570,C,2.13,93.5,30.5,10.7,Loose Grain,Pass,2,Inspector 6
Q05648,B00233,Rejected,1.28,85.1,27.4,9.2,Pinholes,Fail,28,Inspector 9
Q05649,B05914,A,1.66,83.9,19.5,9.0,No Defect,Pass,0,Inspector 6
Q05650,B04929,A+,1.4,99.4,27.4,13.4,No Defect,Pass,22,Inspector 9
Q05651,B03301,A,1.06,86.8,32.3,9.7,No Defect,Pass,30,Inspector 10
Q05652,B07254,Rejected,1.49,96.9,27.8,8.2,Loose Grain,Fail,24,Inspector 7
Q05653,B01142,B,1.61,98.0,34.4,10.6,Uneven Dye,Pass,28,Inspector 3
Q05654,B03374,B,1.78,85.8,26.8,10.2,Loose Grain,Pass,30,Inspector 3
Q05655,B03969,A+,1.09,92.9,34.3,13.6,No Defect,Pass,27,Inspector 6
Q05656,B00608,A+,1.51,84.7,20.6,8.6,No Defect,Pass,30,Inspector 8
Q05657,B02129,B,1.73,81.1,33.6,11.3,Loose Grain,Pass,14,Inspector 3
Q05658,B00167,Rejected,1.44,93.9,23.8,13.4,Uneven Dye,Fail,13,Inspector 2
Q05659,B05392,C,0.85,81.3,18.4,9.0,Pinholes,Pass,19,Inspector 10
Q05660,B02456,Rejected,2.1,91.0,22.7,12.4,Loose Grain,Fail,4,Inspector 2
Q05661,B00602,C,1.32,97.2,21.2,14.0,Wrinkles,Pass,27,Inspector 5
Q05662,B01094,B,2.06,88.5,20.2,11.0,Loose Grain,Pass,16,Inspector 6
Q05663,B02702,A,1.01,82.5,34.2,14.9,No Defect,Pass,19,Inspector 7
